_id,School_Id,Org_Name,Telephone,Fax,Email,Contact1_Name,URL,Add1_Line1,Add1_Suburb,Add1_City,Add2_Line1,Add2_Suburb,Add2_City,Add2_Postal_Code,Urban_Rural_Indicator,Org_Type,Definition,Authority,School_Donations,CoEd_Status,KMEPeakBody,Takiwā,Territorial_Authority,Regional_Council,Local_Office_Name,Education_Region,General_Electorate,Māori_Electorate,Statistical_Area_2_Code,Statistical_Area_2_Description,Ward,Col_Id,Col_Name,Latitude,Longitude,Enrolment_Scheme,EQi_Index,Roll_Date,Total,European,Māori,Pacific,Asian,MELAA,Other,International,Isolation_Index,Language_of_Instruction,BoardingFacilities,CohortEntry,Status,DateSchoolOpened
2189,3002,St Bernard's School (Brooklyn),04-3899377,04-3897931,"","",http://www.stbernards.school.nz,40 Taft Street ,Brooklyn,Wellington,40 Taft Street,"",Wellington,"",Major urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,"",Brooklyn East,Paekawakawa/Southern General Ward,"","",-41.308432,174.763516,No,371,2025-04-01T00:00:00,52,20,6,4,28,10,0,0,0.11,All students taught in English,No,No,Open,1935-02-05T00:00:00
2190,301,Buller High School,03-7897299,03-7896790,"","",http://www.buller.ac.nz/,33 Derby Street ,"",Westport,33 Derby Street,"",Westport,"",Small urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Buller District,West Coast Region,Nelson Office,"Nelson, Marlborough, West Coast",West Coast-Tasman,Te Tai Tonga,"",Westport North,Westport Ward,"","",-41.747593,171.605043,No,485,2025-04-01T00:00:00,369,314,89,8,17,5,4,0,3.61,All students taught in English,No,No,Open,1899-01-26T00:00:00
2191,3011,St Joseph's School (Upper Hutt),04-5284910,04-5285902,"","",http://www.stjosephsuh.school.nz,Pine Avenue ,"",Upper Hutt,Pine Avenue,"",Upper Hutt,"",Large urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,"",Upper Hutt Central,Area Outside Ward,"","",-41.123463,175.068515,No,414,2025-04-01T00:00:00,537,246,79,70,232,17,3,0,0.01,All students taught in English,No,No,Open,1858-11-17T00:00:00
2192,1356,Manurewa West School,09-2668631,09-2675588,"","",http://www.manurewawest.school.nz,Mckean Avenue ,Manurewa,Auckland,Mckean Avenue,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Manurewa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,"",Manurewa Central,Manurewa-Papakura Ward,"","",-37.024393,174.886906,No,499,2025-04-01T00:00:00,409,26,99,225,119,6,3,0,0.21,All students taught in English,No,No,Open,1858-11-17T00:00:00
2193,1384,Mt Roskill Primary School,09-6205050,09-6207197,"","",http://www.mrps.school.nz,Frost Road ,Mount Roskill,Auckland,Frost Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,"",Mount Roskill Central North,Albert-Eden-Puketāpapa Ward,"","",-36.911446,174.748274,No,407,2025-04-01T00:00:00,607,50,39,106,419,63,4,2,0.27,All students taught in English,No,No,Open,1955-02-01T00:00:00
2194,1390,New Windsor School,09-6288001,09-6266591,"","",http://www.newwindsor.school.nz,185 New Windsor Road ,New Windsor,Auckland,185 New Windsor Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Whau Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Roskill,Tāmaki Makaurau,"",New Windsor South,Whau Ward,"","",-36.907107,174.712845,No,418,2025-04-01T00:00:00,374,59,75,92,176,28,13,0,0.19,Some students taught in te reo Māori,No,No,Open,1957-01-26T00:00:00
2195,1406,Orewa Beach School,09-4264849,09-4265195,"","",http://www.orewabeach.school.nz,280 Centreway Road ,"",Orewa,280 Centreway Road,"",Orewa,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,"",Orewa North,Albany Ward,"","",-36.579615,174.688479,No,428,2025-04-01T00:00:00,396,305,50,26,56,18,5,0,0.57,All students taught in English,No,No,Open,1978-05-22T00:00:00
2196,1408,Otahuhu Intermediate,09-2766421,09-2769194,"","",http://www.otahuhuint.school.nz,22 Luke Street ,Otahuhu,Auckland,22 Luke Street,"",Auckland,"",Major urban area,Intermediate,"",State,Donations may be requested,"","","",Māngere-Ōtāhuhu Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Panmure-Ōtāhuhu,Tāmaki Makaurau,"",Ōtāhuhu North West,Manukau Ward,"","",-36.937133,174.847248,No,504,2025-04-01T00:00:00,376,16,52,253,102,11,0,0,0.13,All students taught in English,No,No,Open,1963-02-01T00:00:00
2197,1410,Otaua School,09-2352741,09-2350156,"","",http://www.otaua.school.nz,55 Maioro Road ,"",Waiuku,55 Maioro Road,"",Waiuku,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Waikato District,Waikato Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,"",Aka Aka,Awaroa-Maramarua General Ward,"","",-37.306305,174.741349,No,448,2025-04-01T00:00:00,197,184,29,10,6,3,0,0,0.47,All students taught in English,No,No,Open,1895-04-08T00:00:00
2198,1425,Paparimu School,09-2925861,"","","",http://www.paparimu.school.nz,3 Matheson Road ,Paparimu,Papakura,3 Matheson Road,"",Papakura,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Papakura,Hauraki-Waikato,"",Ararimu,Franklin Ward,"","",-37.146200,175.126691,No,451,2025-04-01T00:00:00,30,29,8,0,0,1,0,0,0.61,All students taught in English,No,No,Open,1899-07-10T00:00:00
2199,1446,Ponsonby Primary School,09-3763568,"","","",http://www.ponsprim.school.nz,44 Curran Street ,Herne Bay,Auckland,44 Curran Street,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Auckland Central,Tāmaki Makaurau,"",Herne Bay,Waitematā and Gulf Ward,"","",-36.842089,174.738996,No,366,2025-04-01T00:00:00,292,246,14,5,42,5,6,1,0.10,All students taught in English,No,No,Open,1873-09-01T00:00:00
2200,1451,Pukekohe Hill School,09-2386374,"","","",http://www.pukekohehill.school.nz,12 Green Lane ,"",Pukekohe,12 Green Lane,"",Pukekohe,"",Medium urban area,Contributing,"",State,Donations may be requested,"","","",Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,"",Cloverlea (Auckland),Franklin Ward,"","",-37.211549,174.892292,No,453,2025-04-01T00:00:00,506,266,134,76,119,26,1,0,0.18,All students taught in English,No,No,Open,1952-01-26T00:00:00
2201,1455,Puni School,09-2387403,09-2382547,"","",http://www.puni.school.nz,357 Waiuku Road ,Puni,Pukekohe,357 Waiuku Road,"",Pukekohe,"",Rural other,Contributing,"",State,Donations may be requested,"","","",Franklin Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Port Waikato,Hauraki-Waikato,"",Puni,Franklin Ward,"","",-37.232363,174.854579,No,431,2025-04-01T00:00:00,213,163,37,29,29,10,1,3,0.28,All students taught in English,No,No,Open,1878-10-28T00:00:00
2202,1463,Richmond Road School,09-3761091,09-3764326,"","",http://www.richmondroad.school.nz/,113 Richmond Road ,Ponsonby,Auckland,113 Richmond Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Auckland Central,Tāmaki Makaurau,"",Ponsonby East,Waitematā and Gulf Ward,"","",-36.856164,174.739777,No,401,2025-04-01T00:00:00,287,167,72,104,25,13,6,0,0.11,Some students taught in te reo Māori or a Pacific language,No,No,Open,1884-02-01T00:00:00
2203,1470,Roscommon School,09-2665731,09-2665226,"","",http://www.roscommon.school.nz,23 Burundi Avenue ,Manurewa,Auckland,23 Burundi Avenue,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Manurewa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Waka,Manurewa,Tāmaki Makaurau,"",Clendon Park North,Manurewa-Papakura Ward,"","",-37.026919,174.863548,No,520,2025-04-01T00:00:00,507,48,166,379,63,10,5,0,0.20,All students taught in te reo Māori or a Pacific language,No,No,Open,1977-01-26T00:00:00
2204,1475,Royal Oak School,09-6242800,09-6256624,"","",http://www.rops.school.nz,Chandler Avenue ,Royal Oak,Auckland,Chandler Avenue,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Puketāpapa Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Maungakiekie,Tāmaki Makaurau,"",Royal Oak West (Auckland),Albert-Eden-Puketāpapa Ward,"","",-36.908656,174.774377,No,380,2025-04-01T00:00:00,420,163,31,59,219,34,4,2,0.23,All students taught in English,No,No,Open,1924-04-01T00:00:00
2205,1493,St Joseph's School (Grey Lynn),09-3765456,09-3769527,"","",http://www.st-joseph.school.nz,456 Great North Road ,Grey Lynn,Auckland,456 Great North Road,"",Auckland,"",Major urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,"",Grey Lynn West,Waitematā and Gulf Ward,"","",-36.867102,174.739932,No,456,2025-04-01T00:00:00,64,7,7,28,23,4,1,2,0.12,All students taught in English,No,No,Open,1884-01-26T00:00:00
2206,1498,St Joseph's Catholic School (Takapuna),09-4894994,09-4880759,"","",http://www.sj.school.nz,2 Taharoto Road ,Takapuna,Auckland,2 Taharoto Road,"",Auckland,"",Major urban area,Contributing,"",State : Integrated,Donations may be requested,"","","",Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,"",Takapuna West,North Shore Ward,"","",-36.791104,174.761823,No,347,2025-04-01T00:00:00,430,122,14,27,288,35,2,0,0.07,All students taught in English,No,No,Open,1858-11-17T00:00:00
2207,1500,St Leo's Catholic School (Devonport),09-4459339,09-4459889,"","",http://www.stleos.school.nz,102 Victoria Road ,Devonport,Auckland,102 Victoria Road,"",Auckland,"",Major urban area,Contributing,"",State : Integrated,Donations may be requested,"","","",Devonport-Takapuna Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,North Shore,Te Tai Tokerau,"",Devonport,North Shore Ward,"","",-36.825322,174.796563,No,369,2025-04-01T00:00:00,46,40,7,0,8,2,0,1,0.25,All students taught in English,No,No,Open,1895-01-26T00:00:00
2208,1515,Sunnyhills School,09-5768031,09-5766547,"","",http://www.sunnyhills.school.nz,17 The Crest ,Pakuranga,Auckland,17 The Crest,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Howick Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Pakuranga,Tāmaki Makaurau,"",Sunnyhills West,Howick Ward,"","",-36.902090,174.883307,No,368,2025-04-01T00:00:00,450,184,32,12,254,14,0,0,0.32,All students taught in English,No,No,Open,1970-02-01T00:00:00
2209,1536,Tirimoana School,09-8389737,09-8374369,"","",http://www.tirimoana.school.nz,Kokiri Street ,Te Atatu South,Auckland,Kokiri Street,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Henderson-Massey Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Te Atatū,Tāmaki Makaurau,"",Te Atatū South-McLeod South,Waitākere Ward,"","",-36.880337,174.650587,No,418,2025-04-01T00:00:00,648,247,59,89,230,24,7,4,0.18,All students taught in English,No,No,Open,1969-11-08T00:00:00
2210,1543,Verran Primary School,09-4837052,"","","",http://www.verranprimary.school.nz,136 Verran Road ,Birkenhead,Auckland,136 Verran Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Kaipātiki Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Northcote,Te Tai Tokerau,"",Birkdale South,North Shore Ward,"","",-36.802719,174.713393,No,398,2025-04-01T00:00:00,211,145,25,15,51,21,1,0,0.20,All students taught in English,No,No,Open,1964-01-26T00:00:00
2211,1552,Wainui School,09-4205127,09-4205572,"","",http://www.wainui.school.nz,492 Waitoki Road ,"",Wainui,492 Waitoki Road,"",Wainui,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Rodney Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Kaipara ki Mahurangi,Te Tai Tokerau,"",Waitoki,Rodney Ward,"","",-36.607049,174.591915,No,417,2025-04-01T00:00:00,270,244,35,10,9,13,1,0,0.64,All students taught in English,No,No,Open,1879-01-26T00:00:00
2212,1568,Westmere School (Auckland),09-3610014,09-3610029,"","",http://www.westmere.school.nz,81 Garnet Road ,Westmere,Auckland,81 Garnet Road,"",Auckland,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Waitematā Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Mt Albert,Tāmaki Makaurau,"",Westmere South-Western Springs,Waitematā and Gulf Ward,"","",-36.859740,174.724377,No,378,2025-04-01T00:00:00,361,291,78,39,31,5,0,0,0.16,All students taught in English,No,No,Open,1914-01-26T00:00:00
2213,1571,Whangaparaoa School (Auckland),09-4249029,09-4249031,"","",http://www.wgp.school.nz,39 Ladies Mile ,Manly,Whangaparaoa,39 Ladies Mile,"",Whangaparaoa,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Hibiscus and Bays Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Tāngata,Whangaparāoa,Te Tai Tokerau,"",Manly East,Albany Ward,"","",-36.635549,174.754756,No,417,2025-04-01T00:00:00,799,685,131,48,99,53,6,1,0.70,All students taught in English,No,No,Open,1900-01-26T00:00:00
2214,1607,Bishop Edward Gaines Catholic School,07-8868021,07-8861068,"","",http://www.beg.school.nz,Mossop Road ,"",Tokoroa,Mossop Road,"",Tokoroa,"",Medium urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",South Waikato District,Waikato Region,Hamilton Office,Waikato,Taupō,Te Tai Hauāuru,"",Tokoroa Central,Tokoroa Ward,"","",-38.223826,175.877656,No,471,2025-04-01T00:00:00,40,14,12,8,16,3,0,0,0.84,All students taught in English,No,No,Open,1995-01-01T00:00:00
2215,1645,Te Kura o Tōrere,07-3158224,07-3158224,"","",http://www.torerekura.school.nz,2276 State Highway 35 ,"",Opotiki,2276 State Highway 35,"",Opotiki,"",Rural other,Full Primary,"",State,Donations may be requested,"",Ngā Kura ā Iwi o Aotearoa Inc,"",Ōpōtiki District,Bay of Plenty Region,Rotorua Office,"Bay of Plenty, Waiariki",East Coast,Waiariki,"",Cape Runaway,Coast Ward,"","",-37.947644,177.493744,No,538,2025-04-01T00:00:00,29,1,29,0,0,0,0,0,2.50,Some students taught in te reo Māori,No,No,Open,2002-01-30T00:00:00
2216,2546,Bledisloe School,06-8442131,06-8442920,"","",http://www.bledisloe.school.nz,30A Meanee Road ,Taradale,Napier,30A Meanee Road,"",Napier,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Napier City,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Bledisloe Park,Taradale Ward,"","",-39.537197,176.851603,No,473,2025-04-01T00:00:00,290,197,96,16,38,25,3,0,0.23,All students taught in English,No,No,Open,1958-01-26T00:00:00
2217,2558,Fairhaven School (Napier),06-8442212,06-8451489,"","",http://www.fairhaven.net.nz,30B Meeanee Road ,Taradale,Napier,30B Meeanee Road,"",Napier,"",Large urban area,Specialist School,Day Specialist,State,Donations may be requested,"","","",Napier City,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Bledisloe Park,Taradale Ward,"","",-39.536993,176.851618,No,509,2025-04-01T00:00:00,92,59,53,8,5,0,0,0,0.23,All students taught in English,No,No,Open,1958-09-08T00:00:00
2218,2578,Hiruharama School,06-8648701,06-8648170,"","",https://www.hiruharama.school.nz/,45 Hiruharama Road ,Waitakaro,Ruatoria,45 Hiruharama Road,"",Ruatoria,"",Rural other,Full Primary,"",State,Donations may be requested,"",Ngā Kura ā Iwi o Aotearoa Inc,"",Gisborne District,Gisborne Region,Napier Office,"Hawke's Bay, Tairāwhiti",East Coast,Ikaroa-Rāwhiti,"",Ruatōria-Raukumara,Tairāwhiti General Ward,"","",-37.928293,178.260707,No,542,2025-04-01T00:00:00,130,7,130,6,0,0,0,0,3.18,All students taught in te reo Māori,No,No,Open,1895-01-26T00:00:00
2219,2622,Norsewood and Districts School,06-3740870,06-3740870,"","",http://www.norsewood.school.nz,Coronation Street ,"",Norsewood,Coronation Street,"",Norsewood,"",Rural settlement,Full Primary,"",State,Donations may be requested,"","","",Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,"",Norsewood,North Tararua General Ward,"","",-40.070783,176.216470,No,506,2025-04-01T00:00:00,44,21,27,0,1,0,0,0,1.21,All students taught in English,No,No,Open,1873-07-01T00:00:00
2220,2647,Porritt School,06-8444620,06-8446108,"","",http://www.porritt.school.nz,36 Lyttelton Crescent ,Tamatea,Napier,36 Lyttelton Crescent,"",Napier,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Napier City,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Napier,Ikaroa-Rāwhiti,"",Tamatea East,Onekawa-Tamatea Ward,"","",-39.516268,176.865427,No,492,2025-04-01T00:00:00,309,201,156,24,17,7,1,0,0.20,All students taught in English,No,No,Open,1975-09-08T00:00:00
2221,2662,Raureka School,06-8789766,06-8789873,"","",http://www.raureka.school.nz,910 Gordon Road ,Raureka,Hastings,910 Gordon Road,"",Hastings,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,"",Raureka,Hastings-Havelock North General Ward,"","",-39.638484,176.824243,No,500,2025-04-01T00:00:00,260,127,96,59,35,5,1,0,0.08,All students taught in English,No,No,Open,1914-02-10T00:00:00
2222,2676,St Joseph's School (Dannevirke),06-3747910,06-3747930,"","",http://www.stjosephsdvke.school.nz,McPhee Street ,"",Dannevirke,McPhee Street,"",Dannevirke,"",Small urban area,Full Primary,"",State : Integrated,Donations may be requested,"","","",Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,"",Dannevirke East,North Tararua General Ward,"","",-40.209894,176.102267,No,471,2025-04-01T00:00:00,127,99,55,10,9,1,0,0,0.85,All students taught in English,No,No,Open,1910-01-30T00:00:00
2223,2746,Te Kura o Kimi Ora,06-8799633,06-8799785,"","","",1 Boston Crescent ,Flaxmere,Hastings,1 Boston Crescent,"",Hastings,"",Large urban area,Full Primary,"",State,Donations may be requested,"","","",Hastings District,Hawke's Bay Region,Napier Office,"Hawke's Bay, Tairāwhiti",Tukituki,Ikaroa-Rāwhiti,"",Flaxmere West,Flaxmere General Ward,"","",-39.613620,176.773163,No,535,2025-04-01T00:00:00,148,22,87,78,3,1,1,0,0.26,Some students taught in a Pacific language,No,No,Open,1988-01-26T00:00:00
2224,2756,Whakatipuria Teen Parent Unit,06-3535690,06-3575377,"","","",Freyberg Street ,Palmerston North CBD,Palmerston North,Freyberg Street,"",Palmerston North,"",Large urban area,Teen Parent Unit,"",State,Donations may be requested,"","","",Palmerston North City,Manawatū-Whanganui Region,Whanganui Office,"Taranaki, Whanganui, Manawatū",Palmerston North,Te Tai Hauāuru,"",Roslyn (Palmerston North City),Te Hirawanui General Ward,"","",-40.338453,175.625992,No,569,,,,,,,,,,0.10,All students taught in English,No,No,Open,2003-01-01T00:00:00
2225,276,St Patrick's College (Kilbirnie),04-9393070,04-9393077,"","",http://www.stpats.school.nz/,581 Evans Bay Parade ,Kilbirnie,Wellington,581 Evans Bay Parade,"",Wellington,"",Major urban area,Secondary (Year 9-15),"",State : Integrated,Donations may be requested,"","","",Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,"",Kilbirnie Central,Motukairangi/Eastern General Ward,"","",-41.313833,174.795985,No,417,2025-04-01T00:00:00,741,415,108,208,170,54,10,17,0.14,All students taught in English,No,No,Open,1885-06-01T00:00:00
2226,2761,Kimihia Parents' College,03-9820100 Ext 701,03-9820101,"","",http://www.linwoodcollege.school.nz,521 Ferry Road ,Woolston,Christchurch,521 Ferry Road,"",Christchurch,"",Major urban area,Teen Parent Unit,"",State,Donations may be requested,"","","",Christchurch City,Canterbury Region,Christchurch Office,"Canterbury, Chatham Islands",Banks Peninsula,Te Tai Tonga,"",Woolston North,Linwood Ward,"","",-43.544767,172.673447,No,569,,,,,,,,,,0.12,All students taught in English,No,No,Open,2004-10-04T00:00:00
2227,277,Rongotai College,04-9393050,04-9393060,"","",http://www.rongotai.school.nz,Coutts Street ,Kilbirnie,Wellington,Coutts Street,"",Wellington,"",Major urban area,Secondary (Year 9-15),"",State,Donations may be requested,"","","",Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,"",Kilbirnie East,Motukairangi/Eastern General Ward,"","",-41.321848,174.800660,No,428,2025-04-01T00:00:00,728,399,151,125,134,51,9,30,0.17,All students taught in English,No,No,Open,1928-03-16T00:00:00
2228,2805,Ballance School,06-3767826,06-3767826,"","",http://www.ballance.school.nz/,15 Post Office Road ,"",Pahiatua,15 Post Office Road,"",Pahiatua,"",Rural other,Full Primary,"",State,Donations may be requested,"","","",Tararua District,Manawatū-Whanganui Region,Lower Hutt Office,Wellington,Wairarapa,Ikaroa-Rāwhiti,"",Mangatainoka,South Tararua General Ward,"","",-40.402007,175.798758,No,525,2025-04-01T00:00:00,17,16,2,0,1,0,0,0,0.54,All students taught in English,No,No,Open,1880-11-17T00:00:00
2229,2806,Bellevue School (Newlands),04-4787037,04-4773945,"","",http://www.bellevue-newlands.school.nz,12 Bancroft Terrace ,Newlands,Wellington,12 Bancroft Terrace,"",Wellington,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Wellington City,Wellington Region,Lower Hutt Office,Wellington,Ōhāriu,Te Tai Tonga,"",Newlands East,Takapū/Northern General Ward,"","",-41.225623,174.825210,No,390,2025-04-01T00:00:00,247,125,27,24,98,12,0,0,0.26,All students taught in English,No,No,Open,1967-01-01T00:00:00
2230,281,Scots College,04-3880850,04-3882887,"","",http://www.scotscollege.school.nz/,1 Monorgan Road ,Strathmore,Wellington,1 Monorgan Road,"",Wellington,"",Major urban area,Composite,"",Private : Fully Registered,Not applicable,"","","",Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,"",Strathmore (Wellington City),Motukairangi/Eastern General Ward,"","",-41.326932,174.818441,No,not applicable,2025-04-01T00:00:00,1136,765,80,59,343,38,15,54,not applicable,All students taught in English,No,No,Open,1916-02-01T00:00:00
2231,2827,Clyde Quay School,04-3850900,04-3850983,"","",http://www.clydequay.school.nz,27 Elizabeth Street ,Mount Victoria,Wellington,27 Elizabeth Street,"",Wellington,"",Major urban area,Full Primary,"",State,Donations may be requested,"","","",Wellington City,Wellington Region,Lower Hutt Office,Wellington,Wellington Central,Te Tai Tonga,"",Mount Victoria North,Pukehīnau/Lambton General Ward,"","",-41.296017,174.784500,No,369,2025-04-01T00:00:00,215,116,10,10,87,13,6,0,0.06,All students taught in English,No,No,Open,1889-01-26T00:00:00
2232,2832,Discovery School,04-2347103,"","","",http://www.discovery.school.nz,Pullen Lane ,Whitby,Porirua,Pullen Lane,"",Porirua,"",Large urban area,Full Primary,"",State,Donations may be requested,"","","",Porirua City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,"",Whitby,Pāuatahanui General Ward,"","",-41.110581,174.890108,No,392,2025-04-01T00:00:00,443,368,61,24,51,33,13,0,0.20,All students taught in English,No,No,Open,1976-01-26T00:00:00
2233,2844,Fraser Crescent School,04-5285412,04-5285435,"","",http://www.frasercres.school.nz,16 Redwood Street ,Elderslea,Upper Hutt,16 Redwood Street,"",Upper Hutt,"",Large urban area,Contributing,"",State,Donations may be requested,"","","",Upper Hutt City,Wellington Region,Lower Hutt Office,Wellington,Remutaka,Ikaroa-Rāwhiti,"",Elderslea,Area Outside Ward,"","",-41.121542,175.061058,No,461,2025-04-01T00:00:00,270,199,95,29,31,8,9,0,0.03,All students taught in English,No,No,Open,1956-02-01T00:00:00
2234,2849,Greenacres School,04-2326445,04-2326445,"","",http://www.greenacres.school.nz,Raroa Terrace ,Tawa,Wellington,Raroa Terrace,"",Wellington,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Wellington City,Wellington Region,Lower Hutt Office,Wellington,Mana,Te Tai Hauāuru,"",Grenada North,Takapū/Northern General Ward,"","",-41.164324,174.838773,No,390,2025-04-01T00:00:00,165,118,21,16,38,5,1,0,0.13,All students taught in English,No,No,Open,1972-02-01T00:00:00
2235,2880,Kilbirnie School,04-9392311,04-9392312,"","",http://www.kilbirnie.school.nz,72 Hamilton Road ,Hataitai,Wellington,72 Hamilton Road,"",Wellington,"",Major urban area,Contributing,"",State,Donations may be requested,"","","",Wellington City,Wellington Region,Lower Hutt Office,Wellington,Rongotai,Te Tai Tonga,"",Hataitai South,Motukairangi/Eastern General Ward,"","",-41.308635,174.793705,No,374,2025-04-01T00:00:00,193,137,15,9,40,10,0,0,0.12,All students taught in English,No,No,Open,1884-01-26T00:00:00
2236,363,Waitaki Valley School,03-4360660,03-4360990,"","",http://www.waitakivalley.school.nz,Settlement Road ,"",Kurow,Settlement Road,"",Kurow,"",Rural settlement,Full Primary,"",State,Donations may be requested,"","","",Waitaki District,Canterbury Region,Dunedin Office,"Otago, Southland",Waitaki,Te Tai Tonga,"",Danseys Pass,Ahuriri Ward,"","",-44.742500,170.464687,No,440,2025-04-01T00:00:00,106,91,15,0,10,1,0,0,2.14,All students taught in English,No,No,Open,1882-02-01T00:00:00
2237,3682,Ecole Francaise Internationale Auckland,09-242 4442,"","","",https://www.ecole-francaise.nz,131 Remuera Road ,Remuera,Auckland,131 Remuera Road,"",Auckland,"",Major urban area,Contributing,"",Charter School,"","","","",Ōrākei Local Board Area,Auckland Region,Auckland Office,Tāmaki Herenga Manawa,Epsom,Tāmaki Makaurau,"",Remuera West,Ōrākei Ward,"","",-36.874792,174.783919,No,374,2025-04-01T00:00:00,,,,,,,,,0.12,All students taught in English,No,No,Open,2025-01-01T00:00:00
2238,3710,Balclutha School,03-4190103,"","","",http://www.balclutha.school.nz,Lanark Street ,"",Balclutha,Lanark Street,"",Balclutha,"",Small urban area,Full Primary,"",State,Donations may be requested,"","","",Clutha District,Otago Region,Dunedin Office,"Otago, Southland",Taieri,Te Tai Tonga,"",Balclutha South,Balclutha Ward,"","",-46.240495,169.742709,No,475,2025-04-01T00:00:00,211,123,39,46,12,6,2,0,1.56,All students taught in English,No,No,Open,1865-07-01T00:00:00
